assembly_accession	access_url
GCA_964188015.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Veronica_triphyllos/GCA_964188015.1/ensembl/geneset/2025_07/genes.gff3.gz
GCA_951802225.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Euspilapteryx_auroguttella/GCA_951802225.1/ensembl/geneset/2024_04/genes.gff3.gz
GCA_022495055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/495/055/GCA_022495055.1_Xylgra1/GCA_022495055.1_Xylgra1_genomic.gff.gz
GCA_026873545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/873/545/GCA_026873545.1_ASM2687354v1/GCA_026873545.1_ASM2687354v1_genomic.gff.gz
GCF_018983055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/983/055/GCF_018983055.1_CIBA_Pind_1.3/GCF_018983055.1_CIBA_Pind_1.3_genomic.gff.gz
GCA_030849525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/525/GCA_030849525.1_IIZC_BgAZ_1.1/GCA_030849525.1_IIZC_BgAZ_1.1_genomic.gff.gz
GCA_000236345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/345/GCA_000236345.1_C_sinensis-2.0/GCA_000236345.1_C_sinensis-2.0_genomic.gff.gz
GCA_002197005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/005/GCA_002197005.1_CerEla1.0/GCA_002197005.1_CerEla1.0_genomic.gff.gz
GCF_043159975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/159/975/GCF_043159975.1_mMacNem.hap1/GCF_043159975.1_mMacNem.hap1_genomic.gff.gz
GCA_020500215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/500/215/GCA_020500215.1_ASM2050021v1/GCA_020500215.1_ASM2050021v1_genomic.gff.gz
GCA_002120325.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/120/325/GCA_002120325.1_DalEC12_v.1.0/GCA_002120325.1_DalEC12_v.1.0_genomic.gff.gz
GCA_002844635.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Sus_scrofa/GCA_002844635.1/ensembl/geneset/2020_03/genes.gff3.gz
GCA_977091265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/977/091/265/GCA_977091265.1_gzMorAlpi1/GCA_977091265.1_gzMorAlpi1_genomic.gff.gz
GCA_981131285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/981/131/285/GCA_981131285.1_LGH_genome/GCA_981131285.1_LGH_genome_genomic.gff.gz
GCA_051314025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/314/025/GCA_051314025.1_ASM5131402v1/GCA_051314025.1_ASM5131402v1_genomic.gff.gz
GCA_966185115.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Epinotia_pygmaeana/GCA_966185115.1/ensembl/geneset/2025_10/genes.gff3.gz
GCA_036373735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/373/735/GCA_036373735.1_TriCol_Mitrevalab_supernova.polished.1.0/GCA_036373735.1_TriCol_Mitrevalab_supernova.polished.1.0_genomic.gff.gz
GCA_000750935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/935/GCA_000750935.1_DG38/GCA_000750935.1_DG38_genomic.gff.gz
GCF_902167145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/167/145/GCF_902167145.1_Zm-B73-REFERENCE-NAM-5.0/GCF_902167145.1_Zm-B73-REFERENCE-NAM-5.0_genomic.gff.gz
GCA_055863105.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/863/105/GCA_055863105.1_Morarb1/GCA_055863105.1_Morarb1_genomic.gff.gz
GCA_944470365.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/470/365/GCA_944470365.2_tdSchInte1.2/GCA_944470365.2_tdSchInte1.2_genomic.gff.gz
GCA_001632365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/365/GCA_001632365.1_Laesu1/GCA_001632365.1_Laesu1_genomic.gff.gz
GCA_949124355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/124/355/GCA_949124355.1_ABA.nuclear_genome.ScRAP/GCA_949124355.1_ABA.nuclear_genome.ScRAP_genomic.gff.gz
GCF_903797595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/797/595/GCF_903797595.1_bEriRub2.2/GCF_903797595.1_bEriRub2.2_genomic.gff.gz
GCA_949124265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/124/265/GCA_949124265.1_AEH.nuclear_genome.ScRAP/GCA_949124265.1_AEH.nuclear_genome.ScRAP_genomic.gff.gz
GCA_024721215.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Cheumatopsyche_charites/GCA_024721215.1/braker/geneset/2022_12/genes.gff3.gz
GCA_020499915.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/499/915/GCA_020499915.1_ASM2049991v1/GCA_020499915.1_ASM2049991v1_genomic.gff.gz
GCF_001890805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/805/GCF_001890805.1_Aspgl1/GCF_001890805.1_Aspgl1_genomic.gff.gz
GCA_030549215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/549/215/GCA_030549215.1_Schves1/GCA_030549215.1_Schves1_genomic.gff.gz
GCA_963680855.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Lepeophtheirus_nordmannii/GCA_963680855.1/ensembl/geneset/2024_06/genes.gff3.gz
GCA_024114885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/114/885/GCA_024114885.1_ASM2411488v1/GCA_024114885.1_ASM2411488v1_genomic.gff.gz
GCF_013368585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/368/585/GCF_013368585.1_fMegCyp1.pri/GCF_013368585.1_fMegCyp1.pri_genomic.gff.gz
GCA_944547425.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Eupithecia_centaureata/GCA_944547425.1/braker/geneset/2022_08/genes.gff3.gz
GCA_949124345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/124/345/GCA_949124345.1_AHL.nuclear_genome.ScRAP/GCA_949124345.1_AHL.nuclear_genome.ScRAP_genomic.gff.gz
GCA_947370825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/370/825/GCA_947370825.1_ADQ.nuclear_genome/GCA_947370825.1_ADQ.nuclear_genome_genomic.gff.gz
GCA_013400175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/400/175/GCA_013400175.1_ASM1340017v1/GCA_013400175.1_ASM1340017v1_genomic.gff.gz
GCA_051942365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/365/GCA_051942365.1_KEW_Sesc/GCA_051942365.1_KEW_Sesc_genomic.gff.gz
GCA_905147315.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Limenitis_camilla/GCA_905147315.1/ensembl/geneset/2021_11/genes.gff3.gz
GCA_950371165.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Lacanobia_oleracea/GCA_950371165.1/ensembl/geneset/2025_05/genes.gff3.gz
GCA_002894205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/894/205/GCA_002894205.1_A5MHv2.1/GCA_002894205.1_A5MHv2.1_genomic.gff.gz
GCA_009769425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/769/425/GCA_009769425.1_ASM976942v1/GCA_009769425.1_ASM976942v1_genomic.gff.gz
GCA_030265065.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Corythoichthys_intestinalis/GCA_030265065.1/ensembl/geneset/2024_05/genes.gff3.gz
GCA_003615155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/155/GCA_003615155.1_Fo_A28_v1/GCA_003615155.1_Fo_A28_v1_genomic.gff.gz
GCF_016802725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/802/725/GCF_016802725.1_UNIL_Sinv_3.0/GCF_016802725.1_UNIL_Sinv_3.0_genomic.gff.gz
GCA_030267645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/267/645/GCA_030267645.1_ASM3026764v1/GCA_030267645.1_ASM3026764v1_genomic.gff.gz
GCA_002916505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/916/505/GCA_002916505.1_ASM291650v1/GCA_002916505.1_ASM291650v1_genomic.gff.gz
GCA_027579625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/625/GCA_027579625.1_UCR_CoasBCRC34628_1.0/GCA_027579625.1_UCR_CoasBCRC34628_1.0_genomic.gff.gz
GCA_001750085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/085/GCA_001750085.1_Fracy1/GCA_001750085.1_Fracy1_genomic.gff.gz
GCA_905250045.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/250/045/GCA_905250045.1_As_ASTE804_reference_genomic_v1/GCA_905250045.1_As_ASTE804_reference_genomic_v1_genomic.gff.gz
GCA_964200235.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/200/235/GCA_964200235.2_PHAEDmes_V1.2/GCA_964200235.2_PHAEDmes_V1.2_genomic.gff.gz
GCA_921998335.2	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Mus_musculus_musculus/GCA_921998335.2/ensembl/geneset/2025_07/genes.gff3.gz
GCA_023138615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/138/615/GCA_023138615.1_ASM2313861v1/GCA_023138615.1_ASM2313861v1_genomic.gff.gz
GCF_018294505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/294/505/GCF_018294505.1_IWGSC_CS_RefSeq_v2.1/GCF_018294505.1_IWGSC_CS_RefSeq_v2.1_genomic.gff.gz
GCA_011503125.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/503/125/GCA_011503125.2_ASM1150312v2/GCA_011503125.2_ASM1150312v2_genomic.gff.gz
GCA_001700915.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Passer_domesticus/GCA_001700915.1/ensembl/geneset/2020_04/genes.gff3.gz
GCA_022578515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/578/515/GCA_022578515.1_Anntru1/GCA_022578515.1_Anntru1_genomic.gff.gz
GCA_000711695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/711/695/GCA_000711695.1_Tilletiaria_anomala_UBC_951_v1.0/GCA_000711695.1_Tilletiaria_anomala_UBC_951_v1.0_genomic.gff.gz
GCA_003942215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/215/GCA_003942215.1_ASM394221v1/GCA_003942215.1_ASM394221v1_genomic.gff.gz
GCA_965278205.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Pammene_argyrana/GCA_965278205.1/ensembl/geneset/2025_08/genes.gff3.gz
GCF_001890125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/125/GCF_001890125.1_Aspve1/GCF_001890125.1_Aspve1_genomic.gff.gz
GCA_951817075.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Hordeum_vulgare_subsp_spontaneum/GCA_951817075.1/community/geneset/2025_06/genes.gff3.gz
GCF_014529535.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/529/535/GCF_014529535.2_BU_Bcop_v2.1/GCF_014529535.2_BU_Bcop_v2.1_genomic.gff.gz
GCA_042030055.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Homo_sapiens/GCA_042030055.1/ensembl/geneset/2024_10/genes.gff3.gz
GCA_030347535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/347/535/GCA_030347535.1_UMN_CgB_1/GCA_030347535.1_UMN_CgB_1_genomic.gff.gz
GCA_028828675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/828/675/GCA_028828675.1_ASM2882867v1/GCA_028828675.1_ASM2882867v1_genomic.gff.gz
GCF_021730395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/730/395/GCF_021730395.1_MADL_Memer_1/GCF_021730395.1_MADL_Memer_1_genomic.gff.gz
GCA_000403535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/403/535/GCA_000403535.1_Theobroma_cacao_20110822/GCA_000403535.1_Theobroma_cacao_20110822_genomic.gff.gz
GCA_947369855.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/369/855/GCA_947369855.1_BAL_1a.nuclear_genome/GCA_947369855.1_BAL_1a.nuclear_genome_genomic.gff.gz
GCA_035135035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/135/035/GCA_035135035.1_ASM3513503v1/GCA_035135035.1_ASM3513503v1_genomic.gff.gz
GCA_022496195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/496/195/GCA_022496195.1_Lacsub1/GCA_022496195.1_Lacsub1_genomic.gff.gz
GCF_943734725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/734/725/GCF_943734725.1_idAnoMarsDA_429_01/GCF_943734725.1_idAnoMarsDA_429_01_genomic.gff.gz
GCA_951800035.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Linnaemya_tessellans/GCA_951800035.1/ensembl/geneset/2024_04/genes.gff3.gz
GCA_029694785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/694/785/GCA_029694785.1_ASM2969478v1/GCA_029694785.1_ASM2969478v1_genomic.gff.gz
GCA_958299025.2	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Drosophila_histrio/GCA_958299025.2/braker/geneset/2023_10/genes.gff3.gz
GCA_964007475.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Hybos_culiciformis/GCA_964007475.1/braker/geneset/2024_05/genes.gff3.gz
GCF_001465965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/965/GCF_001465965.1_Pdom_r1.2/GCF_001465965.1_Pdom_r1.2_genomic.gff.gz
GCA_025201805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/201/805/GCA_025201805.1_Parpar1/GCA_025201805.1_Parpar1_genomic.gff.gz
GCA_000350365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/365/GCA_000350365.1_Foc4_1.0/GCA_000350365.1_Foc4_1.0_genomic.gff.gz
GCA_004786205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/786/205/GCA_004786205.1_ASM478620v1/GCA_004786205.1_ASM478620v1_genomic.gff.gz
GCA_025869475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/869/475/GCA_025869475.1_ASM2586947v1/GCA_025869475.1_ASM2586947v1_genomic.gff.gz
GCF_035222275.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/222/275/GCF_035222275.1_CBS112042p_1.0/GCF_035222275.1_CBS112042p_1.0_genomic.gff.gz
GCA_027603945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/603/945/GCA_027603945.1_ASM2760394v1/GCA_027603945.1_ASM2760394v1_genomic.gff.gz
GCA_028827015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/827/015/GCA_028827015.1_ASM2882701v1/GCA_028827015.1_ASM2882701v1_genomic.gff.gz
GCA_964200345.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/200/345/GCA_964200345.2_PHAEAnodM_V1.2/GCA_964200345.2_PHAEAnodM_V1.2_genomic.gff.gz
GCA_014839835.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Dryobates_pubescens/GCA_014839835.1/ensembl/geneset/2023_10/genes.gff3.gz
GCF_035582795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/582/795/GCF_035582795.1_USCA_MyAme_1.0/GCF_035582795.1_USCA_MyAme_1.0_genomic.gff.gz
GCF_000188695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/695/GCF_000188695.1_Proterospongia_sp_ATCC50818/GCF_000188695.1_Proterospongia_sp_ATCC50818_genomic.gff.gz
GCA_025603075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/603/075/GCA_025603075.1_Conth1/GCA_025603075.1_Conth1_genomic.gff.gz
GCA_042038885.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Homo_sapiens/GCA_042038885.1/ensembl/geneset/2024_10/genes.gff3.gz
GCA_905220395.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Tachina_fera/GCA_905220395.1/ensembl/geneset/2021_12/genes.gff3.gz
GCA_963681585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/681/585/GCA_963681585.1_ApahanomycesEuteiches_IsolateVJ-3443-31/GCA_963681585.1_ApahanomycesEuteiches_IsolateVJ-3443-31_genomic.gff.gz
GCF_003327715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/327/715/GCF_003327715.1_PumCon1.0/GCF_003327715.1_PumCon1.0_genomic.gff.gz
GCA_916618085.2	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Emmelina_monodactyla/GCA_916618085.2/ensembl/geneset/2022_03/genes.gff3.gz
GCA_026538285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/538/285/GCA_026538285.1_ASM2653828v1/GCA_026538285.1_ASM2653828v1_genomic.gff.gz
GCA_052054965.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/054/965/GCA_052054965.2_ASM5205496v2/GCA_052054965.2_ASM5205496v2_genomic.gff.gz
GCA_001636725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/725/GCA_001636725.1_ISF_1.0/GCA_001636725.1_ISF_1.0_genomic.gff.gz
GCA_030272935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/272/935/GCA_030272935.1_UoO_Maeth_FR/GCA_030272935.1_UoO_Maeth_FR_genomic.gff.gz
GCF_023349555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/349/555/GCF_023349555.1_fCebVio1.0.p/GCF_023349555.1_fCebVio1.0.p_genomic.gff.gz
GCA_949316085.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Hypercompe_scribonia/GCA_949316085.1/braker/geneset/2023_07/genes.gff3.gz
GCA_905332115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/332/115/GCA_905332115.1_Rg_MAG1_maxhap_genomic_v1/GCA_905332115.1_Rg_MAG1_maxhap_genomic_v1_genomic.gff.gz
GCA_902713495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/713/495/GCA_902713495.1_Ppalitans_SP3_v2/GCA_902713495.1_Ppalitans_SP3_v2_genomic.gff.gz
GCF_031021105.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/021/105/GCF_031021105.1_rEryReg1.hap1/GCF_031021105.1_rEryReg1.hap1_genomic.gff.gz
GCA_017607545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/607/545/GCA_017607545.1_ASM1760754v1/GCA_017607545.1_ASM1760754v1_genomic.gff.gz
GCF_042453785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/453/785/GCF_042453785.1_GDT2T_hap1/GCF_042453785.1_GDT2T_hap1_genomic.gff.gz
GCA_023138675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/138/675/GCA_023138675.1_ASM2313867v1/GCA_023138675.1_ASM2313867v1_genomic.gff.gz
GCA_027578635.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/578/635/GCA_027578635.1_UCR_CoemRSA1807_1.0/GCA_027578635.1_UCR_CoemRSA1807_1.0_genomic.gff.gz
GCA_036785275.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Cancer_borealis/GCA_036785275.1/ensembl/geneset/2024_04/genes.gff3.gz
GCF_002532875.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/532/875/GCF_002532875.2_vjacob_1.0/GCF_002532875.2_vjacob_1.0_genomic.gff.gz
GCA_949126015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/126/015/GCA_949126015.1_CQI_4a.nuclear_genome.ScRAP/GCA_949126015.1_CQI_4a.nuclear_genome.ScRAP_genomic.gff.gz
GCA_016695475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/695/475/GCA_016695475.1_Suidec1/GCA_016695475.1_Suidec1_genomic.gff.gz
GCA_000256705.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/705/GCA_000256705.2_TGCAST_v2/GCA_000256705.2_TGCAST_v2_genomic.gff.gz
GCA_001268145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/268/145/GCA_001268145.1_vl1.denovo.v1/GCA_001268145.1_vl1.denovo.v1_genomic.gff.gz
GCA_019208005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/208/005/GCA_019208005.1_ASM1920800v1/GCA_019208005.1_ASM1920800v1_genomic.gff.gz
GCA_016865055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/865/055/GCA_016865055.1_ASM1686505v1/GCA_016865055.1_ASM1686505v1_genomic.gff.gz
GCA_003704685.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/704/685/GCA_003704685.1_ASM370468v1/GCA_003704685.1_ASM370468v1_genomic.gff.gz
GCA_026026765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/026/765/GCA_026026765.1_ASM2602676v1/GCA_026026765.1_ASM2602676v1_genomic.gff.gz
GCA_963678705.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Panorpa_germanica/GCA_963678705.1/ensembl/geneset/2024_06/genes.gff3.gz
GCF_014754425.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/754/425/GCF_014754425.2_SCBI_Odam_1.1/GCF_014754425.2_SCBI_Odam_1.1_genomic.gff.gz
GCA_051938765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/938/765/GCA_051938765.1_ASM5193876v1/GCA_051938765.1_ASM5193876v1_genomic.gff.gz
GCA_027577695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/577/695/GCA_027577695.1_UCR_CoemRSA371_1.0/GCA_027577695.1_UCR_CoemRSA371_1.0_genomic.gff.gz
GCA_947078865.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Oryzias_latipes/GCA_947078865.1/ensembl/geneset/2023_03/genes.gff3.gz
GCF_019609905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/609/905/GCF_019609905.1_ASM1960990v1/GCF_019609905.1_ASM1960990v1_genomic.gff.gz
GCA_020573595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/573/595/GCA_020573595.1_ASM2057359v1/GCA_020573595.1_ASM2057359v1_genomic.gff.gz
GCA_028095005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/095/005/GCA_028095005.1_MPIPZ_rhyPub2m_2.0/GCA_028095005.1_MPIPZ_rhyPub2m_2.0_genomic.gff.gz
GCF_000504015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/015/GCF_000504015.1_Mimgu1_0/GCF_000504015.1_Mimgu1_0_genomic.gff.gz
GCF_028453695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/453/695/GCF_028453695.1_APUR_v2.2.1/GCF_028453695.1_APUR_v2.2.1_genomic.gff.gz
GCA_002938355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/938/355/GCA_002938355.1_ASM293835v1/GCA_002938355.1_ASM293835v1_genomic.gff.gz
GCA_030061005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/061/005/GCA_030061005.1_Pva_DTO169E5_1/GCA_030061005.1_Pva_DTO169E5_1_genomic.gff.gz
GCA_963241965.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Tortrix_viridana/GCA_963241965.1/ensembl/geneset/2025_05/genes.gff3.gz
GCA_032199065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/199/065/GCA_032199065.1_SGIG_CAM011_5_02_2020/GCA_032199065.1_SGIG_CAM011_5_02_2020_genomic.gff.gz
GCA_024762025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/762/025/GCA_024762025.1_ASM2476202v1/GCA_024762025.1_ASM2476202v1_genomic.gff.gz
GCA_905163575.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Notocelia_uddmanniana/GCA_905163575.1/braker/geneset/2022_03/genes.gff3.gz
GCA_020501735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/501/735/GCA_020501735.1_ASM2050173v1/GCA_020501735.1_ASM2050173v1_genomic.gff.gz
GCA_013398815.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/815/GCA_013398815.1_ASM1339881v1/GCA_013398815.1_ASM1339881v1_genomic.gff.gz
GCA_023531435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/531/435/GCA_023531435.1_Yrk_Pca_10X_1/GCA_023531435.1_Yrk_Pca_10X_1_genomic.gff.gz
GCA_052938975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/938/975/GCA_052938975.1_Rouget_h2/GCA_052938975.1_Rouget_h2_genomic.gff.gz
GCA_916050135.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Ancistrocerus_nigricornis/GCA_916050135.1/ensembl/geneset/2021_11/genes.gff3.gz
GCA_000002655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/655/GCA_000002655.1_ASM265v1/GCA_000002655.1_ASM265v1_genomic.gff.gz
GCA_011801675.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/801/675/GCA_011801675.2_ASM1180167v2/GCA_011801675.2_ASM1180167v2_genomic.gff.gz
GCA_964605395.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Tussilago_farfara/GCA_964605395.1/ensembl/geneset/2025_07/genes.gff3.gz
GCA_026184775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/184/775/GCA_026184775.1_ASM2618477v1/GCA_026184775.1_ASM2618477v1_genomic.gff.gz
GCA_015227675.2	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Rattus_norvegicus/GCA_015227675.2/ensembl/geneset/2024_08/genes.gff3.gz
GCA_013398675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/675/GCA_013398675.1_ASM1339867v1/GCA_013398675.1_ASM1339867v1_genomic.gff.gz
GCA_000512975.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Sesamum_indicum/GCA_000512975.1/community/geneset/2025_06/genes.gff3.gz
GCA_016881025.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Ictidomys_tridecemlineatus/GCA_016881025.1/ensembl/geneset/2023_07/genes.gff3.gz
GCA_042077705.1	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Homo_sapiens/GCA_042077705.1/ensembl/geneset/2025_12/genes.gff3.gz
