assembly_accession	access_url
GCA_041429825.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Xiphophorus_malinche__Highland_swordtail__HLFxipMali1__GCA_041429825.1/query_annotation.gff.gz
GCA_041684075.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Epinephelus_bruneus__Longtooth_grouper__HLFepiBrun1__GCA_041684075.1/query_annotation.gff.gz
GCA_042823925.3	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Parupeneus_biaculeatus__Ray-finned_fishes__HLFparBiac1__GCA_042823925.3/query_annotation.gff.gz
GCA_043388385.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Cephalopholis_sonnerati__Tomato_hind__HLFcepSonn1__GCA_043388385.1/query_annotation.gff.gz
GCA_043880055.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Hippocampus_trimaculatus__Longnose_seahorse__HLFhipTrim1__GCA_043880055.1/query_annotation.gff.gz
GCA_044231675.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Synchiropus_picturatus__Picturesque_dragonet__HLFsynPict1__GCA_044231675.1/query_annotation.gff.gz
GCA_046127435.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Anisarchus_medius__Stout_eelblenny__HLFaniMedi1__GCA_046127435.1/query_annotation.gff.gz
GCA_046254865.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Trichiurus_japonicus__Largehead_hairtail__HLFtriJapo1__GCA_046254865.1/query_annotation.gff.gz
GCA_046255195.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Eleutheronema_tetradactylum__Indian_salmon__HLFeleTetr1__GCA_046255195.1/query_annotation.gff.gz
GCA_046529025.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Fistularia_commersonii__Bluespotted_cornetfish__HLFfisComm1__GCA_046529025.1/query_annotation.gff.gz
GCA_046562855.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Sarotherodon_galilaeus__Mango_tilapia__HLFsarGali1__GCA_046562855.1/query_annotation.gff.gz
GCA_047228765.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Siniperca_roulei__Slender_mandarinfish__HLFsinRoul1__GCA_047228765.1/query_annotation.gff.gz
GCA_047301625.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Choerodon_schoenleinii__Blackspot_tuskfish__HLFchoScho1__GCA_047301625.1/query_annotation.gff.gz
GCA_047651785.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Platichthys_stellatus__Starry_flounder__HLFplaStel1__GCA_047651785.1/query_annotation.gff.gz
GCA_047663975.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Labeotropheus_trewavasae__Scrapermouth_mbuna__HLFlabTrew1__GCA_047663975.1/query_annotation.gff.gz
GCA_048126635.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Spinachia_spinachia__Sea_stickleback__HLFspiSpin1A__GCA_048126635.1/query_annotation.gff.gz
GCA_048127205.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Spinachia_spinachia__Sea_stickleback__HLFspiSpin1B__GCA_048127205.1/query_annotation.gff.gz
GCA_048301465.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Aulostomus_maculatus__Trumpetfish__HLFaulMacu1__GCA_048301465.1/query_annotation.gff.gz
GCA_048564805.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Bassozetus_sp._2_HX-2024__cusk_eel_species_two__HLFbasSpet1__GCA_048564805.1/query_annotation.gff.gz
GCA_049638725.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Mullus_barbatus__Red_mullet__HLFmulBarb1__GCA_049638725.1/query_annotation.gff.gz
GCA_049949165.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Pungitius_sinensis__Amur_stickleback__HLFpunSine1__GCA_049949165.1/query_annotation.gff.gz
GCA_054084025.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Thalassoma_bifasciatum__Bluehead__HLFthaBifa1A__GCA_054084025.1/query_annotation.gff.gz
GCA_054100275.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Pempheris_schomburgkii__Glassy_sweeper__HLFpemScho1A__GCA_054100275.1/query_annotation.gff.gz
GCA_054668685.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Myoxocephalus_scorpius__Shorthorn_sculpin__HLFmyoScor1A__GCA_054668685.1/query_annotation.gff.gz
GCA_054850865.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Sebastes_mentella__Deepwater_redfish__HLFsebMent1A__GCA_054850865.1/query_annotation.gff.gz
GCA_054850875.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Pseudopleuronectes_americanus__Winter_flounder__HLpseAmer2A__GCA_054850875.1/query_annotation.gff.gz
GCA_054851445.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Datnioides_polota__Four-banded_tigerfish__HLFdatPolo1A__GCA_054851445.1/query_annotation.gff.gz
GCA_054883305.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Haplochromis_burtoni__Burtons_mouthbrooder__HLFhapBurt2A__GCA_054883305.1/query_annotation.gff.gz
GCA_900324465.3	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Anabas_testudineus__Climbing_perch__HLFanaTest1__GCA_900324465.3/query_annotation.gff.gz
GCA_900324485.3	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Mastacembelus_armatus__Zig-zag_eel__HLFmasArma1__GCA_900324485.3/query_annotation.gff.gz
GCA_900634625.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Parambassis_ranga__Indian_glassy_fish__HLFparRang1__GCA_900634625.2/query_annotation.gff.gz
GCA_900963305.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Echeneis_naucrates__Live_sharksucker__HLFechNauc1__GCA_900963305.2/query_annotation.gff.gz
GCA_902685375.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Neostethus_bicornis__Two-horned_Priapiumfish__HLFneoBico1__GCA_902685375.1/query_annotation.gff.gz
GCA_905171665.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Trachurus_trachurus__Atlantic_horse_mackerel__HLFtraTrac1__GCA_905171665.2/query_annotation.gff.gz
GCA_910589615.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Taurulus_bubalis__Longspined_bullhead__HLFtauBuba1__GCA_910589615.1/query_annotation.gff.gz
GCA_914725855.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Thunnus_albacares__Yellowfin_tuna__HLFthuAlba1__GCA_914725855.2/query_annotation.gff.gz
GCA_962446985.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Xyrichtys_novacula__Pearly_razorfish__HLFxyrNova1__GCA_962446985.1/query_annotation.gff.gz
GCA_963556495.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Valencia_hispanica__Valencia_toothcarp__HLFvalHisp1__GCA_963556495.2/query_annotation.gff.gz
GCA_963576455.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Neolamprologus_multifasciatus__Multi__HLFneoMult1__GCA_963576455.2/query_annotation.gff.gz
GCA_964211915.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Apogon_imberbis__Cardinalfish__HLFapoImbe1__GCA_964211915.2/query_annotation.gff.gz
GCA_964269795.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Anthias_anthias__Swallowtail_seaperch__HLFantAnth1__GCA_964269795.2/query_annotation.gff.gz
GCF_001444195.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Xiphophorus_couchianus__Monterrey_platyfish__HLFxipCouc1__GCF_001444195.1/query_annotation.gff.gz
GCF_001640805.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Lates_calcarifer__Barramundi_perch__HLFlatCalc1__GCF_001640805.2/query_annotation.gff.gz
GCF_002775205.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Xiphophorus_maculatus__Southern_platyfish__HLFxipMacu2__GCF_002775205.1/query_annotation.gff.gz
GCF_003331165.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Xiphophorus_hellerii__Green_swordtail__HLFxipHell1__GCF_003331165.1/query_annotation.gff.gz
GCF_007364275.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Archocentrus_centrarchus__Flier_cichlid__HLFarcCent1__GCF_007364275.1/query_annotation.gff.gz
GCF_008315115.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Sander_lucioperca__pike-perch__HLsanLuc1__GCF_008315115.2/query_annotation.gff.gz
GCF_009762535.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Notolabrus_celidotus__New_Zealand_spotty__HLFnotCeli1__GCF_009762535.1/query_annotation.gff.gz
GCF_009769545.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Cyclopterus_lumpus__Lumpfish__HLFcycLump1__GCF_009769545.1/query_annotation.gff.gz
GCF_009819705.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Hippoglossus_hippoglossus__Atlantic_halibut__HLFhipHipp1__GCF_009819705.1/query_annotation.gff.gz
GCF_009829125.3	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Periophthalmus_magnuspinnatus__Mudskipper__HLFperMagn1__GCF_009829125.3/query_annotation.gff.gz
GCF_011397635.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Epinephelus_fuscoguttatus__Brown-marbled_grouper__HLFepiFusc1__GCF_011397635.1/query_annotation.gff.gz
GCF_014905685.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Nematolebias_whitei__Rio_pearlfish__HLFnemWhit1__GCF_014905685.2/query_annotation.gff.gz
GCF_015220745.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Sebastes_umbrosus__Honeycomb_rockfish__HLFsebUmbr1__GCF_015220745.1/query_annotation.gff.gz
GCF_016859285.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Xiphias_gladius__Swordfish__HLFxipGlad1__GCF_016859285.1/query_annotation.gff.gz
GCF_017639745.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Melanotaenia_boesemani__Boesemans_rainbowfish__HLFmelBoes1__GCF_017639745.1/query_annotation.gff.gz
GCF_017976325.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Chelmon_rostratus__Copperband_butterflyfish__HLFcheRost1__GCF_017976325.1/query_annotation.gff.gz
GCF_017976425.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Toxotes_jaculatrix__Banded_archerfish__HLFtoxJacu1__GCF_017976425.1/query_annotation.gff.gz
GCF_018320785.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Cheilinus_undulatus__Humphead_wrasse__HLFcheUndu1__GCF_018320785.1/query_annotation.gff.gz
GCF_019176455.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Solea_senegalensis__Senegalese_sole__HLFsolSene1__GCF_019176455.1/query_annotation.gff.gz
GCF_019740435.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Gambusia_affinis__Western_mosquitofish__HLFgamAffi1__GCF_019740435.1/query_annotation.gff.gz
GCF_019802595.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Syngnathoides_biaculeatus__Alligator_pipefish__HLFsynBiac1__GCF_019802595.1/query_annotation.gff.gz
GCF_020085105.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Siniperca_chuatsi__Mandarin_fish__HLFsinChua1__GCF_020085105.1/query_annotation.gff.gz
GCF_021018895.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Seriola_aureovittata__Yellowtail_amberjack__HLFserAure1__GCF_021018895.1/query_annotation.gff.gz
GCF_021292245.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Micropterus_dolomieu__Smallmouth_bass__HLFmicDolo1__GCF_021292245.1/query_annotation.gff.gz
GCF_021347895.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Acanthochromis_polyacanthus__Spiny_chromis__HLFacaPoly1__GCF_021347895.1/query_annotation.gff.gz
GCF_021462225.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Girardinichthys_multiradiatus___Dark-edged_Splitfin__HLFgirMult1__GCF_021462225.1/query_annotation.gff.gz
GCF_022379125.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Scophthalmus_maximus__Turbot__HLFscoMaxi1__GCF_022379125.1/query_annotation.gff.gz
GCF_022458985.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Mugil_cephalus__Flathead_mullet__HLFmugCeph1__GCF_022458985.1/query_annotation.gff.gz
GCF_022539355.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Hippoglossus_stenolepis__Pacific_halibut__HLFhipSten1__GCF_022539355.2/query_annotation.gff.gz
GCF_022539595.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Amphiprion_ocellaris__Clown_anemonefish__HLFampOcel1__GCF_022539595.1/query_annotation.gff.gz
GCF_024217435.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Syngnathus_scovelli__Gulf_pipefish__HLFsynScov1__GCF_024217435.2/query_annotation.gff.gz
GCF_024500275.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Phycodurus_eques__Leafy_seadragon__HLFphyEque1__GCF_024500275.1/query_annotation.gff.gz
GCF_024500385.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Phyllopteryx_taeniolatus__Common_seadragon__HLFphyTaen1__GCF_024500385.1/query_annotation.gff.gz
GCF_024713975.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Paralichthys_olivaceus__Japanese_flounder__HLFparOliv1__GCF_024713975.1/query_annotation.gff.gz
GCF_025434085.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Hippocampus_zosterae__Dwarf_seahorse__HLFhipZost1__GCF_025434085.1/query_annotation.gff.gz
GCF_027409825.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Scomber_japonicus__Chub_mackerel__HLFscoJapo1__GCF_027409825.1/query_annotation.gff.gz
GCF_027596085.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Anoplopoma_fimbria__Sablefish__HLFanoFimb1__GCF_027596085.1/query_annotation.gff.gz
GCF_027744805.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Dunckerocampus_dactyliophorus__Ringed_pipefish__HLFdunDact1__GCF_027744805.1/query_annotation.gff.gz
GCF_027744825.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Synchiropus_splendidus__Mandarinfish__HLFsynSple1__GCF_027744825.2/query_annotation.gff.gz
GCF_027789165.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Nothobranchius_furzeri__turquoise_killifish__HLnotFur2__GCF_027789165.1/query_annotation.gff.gz
GCF_029220125.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Pseudoliparis_swirei__Mariana_snailfish__HLFpseSwir1__GCF_029220125.1/query_annotation.gff.gz
GCF_030265055.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Doryrhamphus_excisus__Bluestripe_pipefish__HLFdorExci1__GCF_030265055.1/query_annotation.gff.gz
GCF_030265065.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Corythoichthys_intestinalis__Scribbled_pipefish__HLFcorInte1__GCF_030265065.1/query_annotation.gff.gz
GCF_030273125.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Centropristis_striata__Black_sea_bass__HLFcenStri1__GCF_030273125.1/query_annotation.gff.gz
GCF_033026475.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Channa_argus__Northern_snakehead__HLFchaArgu1__GCF_033026475.1/query_annotation.gff.gz
GCF_033458585.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Syngnathus_typhle__Broad-nosed_pipefish__HLFsynTyph1__GCF_033458585.1/query_annotation.gff.gz
GCF_033807715.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Cololabis_saira__Pacific_saury__HLFcolSair1__GCF_033807715.1/query_annotation.gff.gz
GCF_033978785.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Entelurus_aequoreus__Snake_pipefish__HLFentAequ1__GCF_033978785.1/query_annotation.gff.gz
GCF_033978795.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Nerophis_ophidion__Straightnose_pipefish__HLFnerOphi1__GCF_033978795.1/query_annotation.gff.gz
GCF_036321145.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Pelmatolapia_mariae__Spotted_tilapia__HLFpelMari1__GCF_036321145.2/query_annotation.gff.gz
GCF_036324505.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Eleginops_maclovinus__Patagonian_blennie__HLFeleMacl1__GCF_036324505.1/query_annotation.gff.gz
GCF_039877785.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Chaetodon_trifascialis__Chevron_butterflyfish__HLFchaTrif1A__GCF_039877785.1/query_annotation.gff.gz
GCF_043250625.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Sebastes_fasciatus__Acadian_redfish__HLFsebFasc1__GCF_043250625.1/query_annotation.gff.gz
GCF_043380555.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Nothobranchius_furzeri__Turquoise_killifish__HLFnotFurz3__GCF_043380555.1/query_annotation.gff.gz
GCF_043641665.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Enoplosus_armatus__Old_wife__HLFenoArma1A__GCF_043641665.1/query_annotation.gff.gz
GCF_051107435.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Chaetodon_auriga__Threadfin_butterflyfish__HLFchaAuri1A__GCF_051107435.1/query_annotation.gff.gz
GCF_900634795.4	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Betta_splendens__Siamese_fighting_fish__HLbetSpl1__GCF_900634795.4/query_annotation.gff.gz
GCF_901709675.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Syngnathus_acus__Greater_pipefish__HLFsynAcus1__GCF_901709675.1/query_annotation.gff.gz
GCF_902827115.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Pseudochaenichthys_georgianus__South_Georgia_icefish__HLFpseGeor1__GCF_902827115.2/query_annotation.gff.gz
GCF_910596095.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Thunnus_maccoyii__Southern_bluefin_tuna__HLFthuMacc1__GCF_910596095.1/query_annotation.gff.gz
GCF_947347685.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Pleuronectes_platessa__European_plaice__HLFplePlat1__GCF_947347685.1/query_annotation.gff.gz
GCF_949316205.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Platichthys_flesus__European_flounder__HLFplaFles1__GCF_949316205.1/query_annotation.gff.gz
GCF_949316345.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Pungitius_pungitius__Ninespine_stickleback__HLFpunPung1__GCF_949316345.1/query_annotation.gff.gz
GCF_958295425.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Solea_solea__Common_sole__HLFsolSol1__GCF_958295425.1/query_annotation.gff.gz
GCF_963576545.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Limanda_limanda__Common_dab__HLFlimLima1__GCF_963576545.1/query_annotation.gff.gz
GCF_963584025.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Labrus_mixtus__Cuckoo_wrasse__HLFlabMixt1__GCF_963584025.1/query_annotation.gff.gz
GCF_963691925.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Scomber_scombrus__Atlantic_mackerel__HLFscoScom1__GCF_963691925.1/query_annotation.gff.gz
GCF_963924715.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Thunnus_thynnus__Atlantic_bluefin_tuna__HLFthuThyn1__GCF_963924715.1/query_annotation.gff.gz
GCF_963930695.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Labrus_bergylta__Ballan_wrasse__HLFlabBerg1__GCF_963930695.1/query_annotation.gff.gz
GCF_964276395.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Percomorpha/Gasterosteus_aculeatus__Three-spined_stickleback__HLFgasAcul3A__GCF_964276395.1/query_annotation.gff.gz
GCA_000332375.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Amazona_vittata__Puerto_Rican_parrot__amaVit1__GCA_000332375.1/query_annotation.gff.gz
GCA_000337935.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Columba_livia__rock_pigeon__HLcolLiv2__GCA_000337935.2/query_annotation.gff.gz
GCA_000696875.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Nestor_notabilis__Kea__HLnesNot1__GCA_000696875.1/query_annotation.gff.gz
GCA_000738735.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Corvus_cornix_cornix__hooded_crow__HLcorCor3__GCA_000738735.2/query_annotation.gff.gz
GCA_000738735.4	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Corvus_cornix_cornix__hooded_crow__HLcorCorCor4__GCA_000738735.4/query_annotation.gff.gz
GCA_001281735.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Zosterops_lateralis_melanops__silver-eye__HLzosLat1__GCA_001281735.1/query_annotation.gff.gz
GCA_001420675.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Amazona_aestiva__blue-fronted_amazon__HLamaAes1__GCA_001420675.1/query_annotation.gff.gz
GCA_001431845.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Calidris_pugnax__ruff__HLcalPug1__GCA_001431845.1/query_annotation.gff.gz
GCA_001447265.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Sturnus_vulgaris__Common_starling__HLstuVul1__GCA_001447265.1/query_annotation.gff.gz
GCA_001522545.3	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Parus_major__Great_Tit__HLparMaj1__GCA_001522545.3/query_annotation.gff.gz
GCA_001604755.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Lepidothrix_coronata__blue-crowned_manakin__HLlepCor1__GCA_001604755.1/query_annotation.gff.gz
GCA_001700915.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Passer_domesticus__House_sparrow__HLpasDom1__GCA_001700915.1/query_annotation.gff.gz
GCA_001715985.3	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Manacus_vitellinus__golden-collared_manakin__HLmanVit1__GCA_001715985.3/query_annotation.gff.gz
GCA_001746935.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Setophaga_coronata_coronata__myrtle_warbler__HLsetCorCor2__GCA_001746935.2/query_annotation.gff.gz
GCA_001870855.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Tympanuchus_cupido_pinnatus__greater_prairie_chicken__HLtymCup1__GCA_001870855.1/query_annotation.gff.gz
GCA_002023255.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Corvus_cornix_cornix__hooded_crow__HLcorCor2__GCA_002023255.2/query_annotation.gff.gz
GCA_002029285.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Patagioenas_fasciata_monilis__band-tailed_pigeon__HLpatFas1__GCA_002029285.1/query_annotation.gff.gz
GCA_002167245.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Sporophila_hypoxantha__tawny-bellied_seedeater__HLspoHyp1__GCA_002167245.1/query_annotation.gff.gz
GCA_002173435.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Phalacrocorax_pelagicus__Pelagic_cormorant__HLuriPel1__GCA_002173435.1/query_annotation.gff.gz
GCA_002173455.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Nannopterum_auritus__double-crested_cormorant__HLnanAur1__GCA_002173455.1/query_annotation.gff.gz
GCA_002173475.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Nannopterum_harrisi__Galapagos_flightless_cormorant__HLnanHar1__GCA_002173475.1/query_annotation.gff.gz
GCA_002218305.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Callipepla_squamata__scaled_quail__HLcalSqu1__GCA_002218305.1/query_annotation.gff.gz
GCA_002224875.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Anas_zonorhyncha__Eastern_spot-billed_duck__HLanaZon1__GCA_002224875.1/query_annotation.gff.gz
GCA_002289315.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Uria_lomvia__thick-billed_guillemot__HLuriLom1__GCA_002289315.1/query_annotation.gff.gz
GCA_002305835.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Phylloscopus_trochilus_acredula__Willow_warbler__HLphyTro1__GCA_002305835.1/query_annotation.gff.gz
GCA_002372975.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Aves/Strix_occidentalis_caurina__northern_spotted_owl__HLstrOcc1__GCA_002372975.1/query_annotation.gff.gz
