assembly_accession	access_url
GCA_046255005.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Panthera_leo__Lion__HLpanLeo3A__GCA_046255005.1/query_annotation.gff.gz
GCA_046562875.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Panthera_onca__Jaguar__HLpanOnca3A__GCA_046562875.1/query_annotation.gff.gz
GCA_046562895.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Trichechus_inunguis__Amazon_manatee__HLtriInu1A__GCA_046562895.1/query_annotation.gff.gz
GCA_046562985.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Trichechus_inunguis__Amazon_manatee__HLtriInu1B__GCA_046562985.1/query_annotation.gff.gz
GCA_046563475.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1/query_annotation.gff.gz
GCA_046862485.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Callithrix_penicillata__Black-pencilled_marmoset__HLcalPen1__GCA_046862485.1/query_annotation.gff.gz
GCA_047047975.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Trachypithecus_germaini__Indochinese_lutung__HLtraGer1__GCA_047047975.1/query_annotation.gff.gz
GCA_047301775.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Sigmodon_hispidus__Hispid_cotton_rat__HLsigHisp3__GCA_047301775.1/query_annotation.gff.gz
GCA_047496155.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Brachyteles_arachnoides__Woolly_spider_monkey__HLbraAra1__GCA_047496155.1/query_annotation.gff.gz
GCA_047496845.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Lepus_yarkandensis__Yarkand_hare__HLlepYar1__GCA_047496845.1/query_annotation.gff.gz
GCA_047496905.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Tamias_sibiricus__Siberian_chipmunk__HLtamSibi2__GCA_047496905.1/query_annotation.gff.gz
GCA_047511655.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Castor_canadensis__American_beaver__HLcasCana4A__GCA_047511655.2/query_annotation.gff.gz
GCA_047512175.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Marmota_flaviventris__Yellow-bellied_marmot__HLmarFlav2B__GCA_047512175.1/query_annotation.gff.gz
GCA_047571435.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Neodon_fuscus__Smokey_vole__HLneoFus1__GCA_047571435.1/query_annotation.gff.gz
GCA_047676605.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Pekania_pennanti__Fisher__HLpekPenn1__GCA_047676605.1/query_annotation.gff.gz
GCA_047834645.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Nasalis_larvatus__Proboscis_monkey__HLnasLarv2__GCA_047834645.1/query_annotation.gff.gz
GCA_048126745.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Dama_dama__Fallow_deer__HLdamDama2__GCA_048126745.1/query_annotation.gff.gz
GCA_048197275.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Mustela_strigidorsa__Black-striped_weasel__HLmusStr1__GCA_048197275.1/query_annotation.gff.gz
GCA_048197345.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Pusa_caspica__Caspian_seal__HLpusCasp1__GCA_048197345.1/query_annotation.gff.gz
GCA_048197585.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Mustela_sibirica__Siberian_weasel__HLmusSibi1__GCA_048197585.1/query_annotation.gff.gz
GCA_048338725.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Sus_scrofa__Pig__HLsusScro12__GCA_048338725.1/query_annotation.gff.gz
GCA_048418805.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Vulpes_vulpes__Red_fox__HLvulVul3__GCA_048418805.1/query_annotation.gff.gz
GCA_048565385.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Saimiri_boliviensis__Bolivian_squirrel_monkey__HLsaiBoli4__GCA_048565385.1/query_annotation.gff.gz
GCA_048593285.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Dasyurus_maculatus__Spotted-tailed_quoll__HLdasMacu1__GCA_048593285.1/query_annotation.gff.gz
GCA_048603155.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Panthera_uncia__Snow_leopard__HLpanUnci2__GCA_048603155.1/query_annotation.gff.gz
GCA_048771875.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Ctenodactylus_gundi__Northern_gundi__HLcteGund2A__GCA_048771875.1/query_annotation.gff.gz
GCA_048772815.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Callospermophilus_lateralis__Golden-mantled_ground_squirrel__HLcalLat1A__GCA_048772815.1/query_annotation.gff.gz
GCA_048772825.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Callospermophilus_lateralis__Golden-mantled_ground_squirrel__HLcalLat1B__GCA_048772825.1/query_annotation.gff.gz
GCA_049115385.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Moschus_berezovskii__Chinese_forest_musk_deer__HLmosBere4__GCA_049115385.1/query_annotation.gff.gz
GCA_049190835.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Myospalax_aspalax__False_zokor__HLmyoAspa1__GCA_049190835.1/query_annotation.gff.gz
GCA_049190895.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Myospalax_psilurus__Transbaikal_zokor__HLmyoPsil1__GCA_049190895.1/query_annotation.gff.gz
GCA_049354715.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Callithrix_jacchus__White-tufted-ear_marmoset__HLcalJacc6__GCA_049354715.1/query_annotation.gff.gz
GCA_049901635.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Scotinomys_teguina__Alstons_brown_mouse__HLscoTegu1__GCA_049901635.1/query_annotation.gff.gz
GCA_049997475.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Brachyteles_hypoxanthus__Northern_muriqui__HLbraHypo1__GCA_049997475.1/query_annotation.gff.gz
GCA_050000055.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Neotoma_floridana__Eastern_woodrat__HLneoFlor1A__GCA_050000055.1/query_annotation.gff.gz
GCA_050230965.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Bettongia_gaimardi__Tasmanian_bettong__HLbetGaim1A__GCA_050230965.1/query_annotation.gff.gz
GCA_050320145.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Hydrurga_leptonyx__Leopard_seal__HLhydLept1__GCA_050320145.1/query_annotation.gff.gz
GCA_050436925.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Pseudoryx_nghetinhensis__Saola__HLpseNghe1__GCA_050436925.1/query_annotation.gff.gz
GCA_050578075.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Holochilus_nanus__Neotropical_marsh_rat__HLholNanu1__GCA_050578075.1/query_annotation.gff.gz
GCA_050624465.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Tenrec_ecaudatus__Tailless_tenrec__HLtenEcau2B__GCA_050624465.1/query_annotation.gff.gz
GCA_050655435.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Gardnerycteris_keenani__Keenans_Hairy-nosed_Bat__HLgarKeen1A__GCA_050655435.1/query_annotation.gff.gz
GCA_050655445.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Gardnerycteris_keenani__Keenans_Hairy-nosed_Bat__HLgarKeen1B__GCA_050655445.1/query_annotation.gff.gz
GCA_051107205.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Micronycteris_microtis__Common_big-eared_bat__HLmicMicr1A__GCA_051107205.1/query_annotation.gff.gz
GCA_051107335.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Micronycteris_microtis__Common_big-eared_bat__HLmicMicr1B__GCA_051107335.1/query_annotation.gff.gz
GCA_051107445.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Pteromys_volans__Siberian_flying_squirrel__HLpteVola1__GCA_051107445.1/query_annotation.gff.gz
GCA_051107505.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Platyrrhinus_helleri__Hellers_broad-nosed_bat__HLplaHell1A__GCA_051107505.1/query_annotation.gff.gz
GCA_051107545.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Platyrrhinus_helleri__Hellers_broad-nosed_bat__HLplaHell1B__GCA_051107545.1/query_annotation.gff.gz
GCA_051107565.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Dermanura_phaeotis__Dwarf_fruit-eating_bat__HLderPhae1A__GCA_051107565.1/query_annotation.gff.gz
GCA_051107595.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Dermanura_phaeotis__Dwarf_fruit-eating_bat__HLderPhae1B__GCA_051107595.1/query_annotation.gff.gz
GCA_051143595.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Eliomys_quercinus__garden_dormouse__HLeliQue1B__GCA_051143595.1/query_annotation.gff.gz
GCA_051143605.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Eliomys_quercinus__garden_dormouse__HLeliQue1A__GCA_051143605.1/query_annotation.gff.gz
GCA_051176035.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Sorex_hoyi__Pygmy_shrew__HLsorHoyi1__GCA_051176035.1/query_annotation.gff.gz
GCA_051201465.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Miniopterus_fuliginosus__Japanese_long-fingered_bat__HLminFuli1__GCA_051201465.1/query_annotation.gff.gz
GCA_051225735.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Oryctolagus_cuniculus__Rabbit__HLoryCuni6__GCA_051225735.1/query_annotation.gff.gz
GCA_051295465.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Blarina_brevicauda__Short-tailed_shrew__HLblaBrev1__GCA_051295465.1/query_annotation.gff.gz
GCA_051307065.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Lophostoma_evote__Davis_round-eared_bat__HLlopEvot1B__GCA_051307065.1/query_annotation.gff.gz
GCA_051307075.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Lophostoma_evote__Davis_round-eared_bat__HLlopEvot1A__GCA_051307075.1/query_annotation.gff.gz
GCA_051307085.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Carollia_sowelli__Sowells_short-tailed_bat__HLcarSowe1A__GCA_051307085.1/query_annotation.gff.gz
GCA_051307135.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Carollia_sowelli__Sowells_short-tailed_bat__HLcarSowe1B__GCA_051307135.1/query_annotation.gff.gz
GCA_051314355.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Vampyrum_spectrum__Bats__HLvamSpec1__GCA_051314355.1/query_annotation.gff.gz
GCA_051427945.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1/query_annotation.gff.gz
GCA_051821045.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Otospermophilus_beecheyi__California_ground_squirrel__HLotoBeec1__GCA_051821045.1/query_annotation.gff.gz
GCA_051911835.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Felis_catus__Domestic_cat__HLfelCatu10__GCA_051911835.1/query_annotation.gff.gz
GCA_051942805.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Lepus_tolai__Tolai_hare__HLlepTola1__GCA_051942805.1/query_annotation.gff.gz
GCA_051943095.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Ochotona_argentata__Helan_Shan_pika__HLochArge1__GCA_051943095.1/query_annotation.gff.gz
GCA_052094955.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Ictidomys_tridecemlineatus__Thirteen-lined_ground_squirrel__HLictTrid4A__GCA_052094955.1/query_annotation.gff.gz
GCA_052094965.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Ictidomys_tridecemlineatus__Thirteen-lined_ground_squirrel__HLictTrid4B__GCA_052094965.1/query_annotation.gff.gz
GCA_052150635.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Equus_kiang__Kiang__HLequKian1__GCA_052150635.1/query_annotation.gff.gz
GCA_052445885.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Equus_asinus__Donkey__HLequAsin5__GCA_052445885.1/query_annotation.gff.gz
GCA_052576455.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Cynomys_ludovicianus__Black-tailed_prairie_dog__HLcynLudo1__GCA_052576455.1/query_annotation.gff.gz
GCA_052818205.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1/query_annotation.gff.gz
GCA_052819205.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Lasiopodomys_brandtii__Brandts_vole__HLlasBran1__GCA_052819205.1/query_annotation.gff.gz
GCA_052819315.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Lasiopodomys_mandarinus__Mandarin_vole__HLlasMand1__GCA_052819315.1/query_annotation.gff.gz
GCA_053478225.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Fukomys_anselli__Ansells_mole-rat__HLfukAnse1__GCA_053478225.1/query_annotation.gff.gz
GCA_053525375.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Ovis_vignei__Urial__HLoviVign1__GCA_053525375.1/query_annotation.gff.gz
GCA_053538355.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Rousettus_leschenaultii__Leschenaults_rousette__HLrouLesc2A__GCA_053538355.1/query_annotation.gff.gz
GCA_054084255.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Platanista_gangetica__Ganges_River_dolphin__HLplaGang2__GCA_054084255.1/query_annotation.gff.gz
GCA_054099605.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1B__GCA_054099605.1/query_annotation.gff.gz
GCA_054099735.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1/query_annotation.gff.gz
GCA_054100705.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1/query_annotation.gff.gz
GCA_054345695.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Trachypithecus_shortridgei__Shortridges_langur__HLtraShor1__GCA_054345695.1/query_annotation.gff.gz
GCA_054642835.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Tremarctos_ornatus__Spectacled_bear__HLtreOrna3__GCA_054642835.1/query_annotation.gff.gz
GCA_054642885.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Capra_ibex__Alpine_ibex__HLcapIbex2__GCA_054642885.1/query_annotation.gff.gz
GCA_054644205.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Lestoros_inca__Incan_shrew_opossum__HLlesInca1A__GCA_054644205.1/query_annotation.gff.gz
GCA_054644455.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Neoeptesicus_furinalis__Argentine_brown_bat__HLneoFuri1A__GCA_054644455.1/query_annotation.gff.gz
GCA_054645015.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Rhinolophus_clivosus__Geoffroys_horseshoe_bat__HLrhiCliv1A__GCA_054645015.1/query_annotation.gff.gz
GCA_054668785.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Orycteropus_afer__Aardvark__HLoryAfer3A__GCA_054668785.1/query_annotation.gff.gz
GCA_054737625.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Scutisorex_somereni__Hero_shrew__HLscuSome1__GCA_054737625.1/query_annotation.gff.gz
GCA_054767415.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Mogera_wogura__Japanese_mole__HLmogWogu2__GCA_054767415.1/query_annotation.gff.gz
GCA_054824725.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Amblysomus_hottentotus__Hottentot_golden_mole__HLambHott1A__GCA_054824725.1/query_annotation.gff.gz
GCA_054824895.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Leontopithecus_rosalia__Golden_lion_tamarin__HLleoRosa2A__GCA_054824895.1/query_annotation.gff.gz
GCA_054824925.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Ia_io__Great_evening_bat__HLiaxIox2A__GCA_054824925.1/query_annotation.gff.gz
GCA_054824995.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Myotis_tricolor__Cape_hairy_bat__HLmyoTric2A__GCA_054824995.1/query_annotation.gff.gz
GCA_054855685.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Sturnira_parvidens__Northern_Yellow-shouldered_Bat__HLstuParv1A__GCA_054855685.1/query_annotation.gff.gz
GCA_054855695.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Sturnira_parvidens__Northern_Yellow-shouldered_Bat__HLstuParv1B__GCA_054855695.1/query_annotation.gff.gz
GCA_054855985.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1/query_annotation.gff.gz
GCA_054855995.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Capra_nubiana__Nubian_ibex__HLcapNubi1A__GCA_054855995.1/query_annotation.gff.gz
GCA_054883215.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1/query_annotation.gff.gz
GCA_055471105.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Lepus_americanus__Snowshoe_hare__HLlepAmer2__GCA_055471105.1/query_annotation.gff.gz
GCA_055471755.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Macroderma_gigas__Australian_ghost_bat__HLmacGiga1__GCA_055471755.1/query_annotation.gff.gz
GCA_055474045.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Procyon_lotor__Raccoon__HLproLoto2__GCA_055474045.1/query_annotation.gff.gz
GCA_055505025.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Bos_grunniens__Domestic_yak__HLbosGrun2__GCA_055505025.1/query_annotation.gff.gz
GCA_055761895.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Rhinopoma_cystops__Egyptian_mouse-tailed_bat__HLrhiCyst1A__GCA_055761895.1/query_annotation.gff.gz
GCA_055761905.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Rhinopoma_cystops__Egyptian_mouse-tailed_bat__HLrhiCyst1B__GCA_055761905.1/query_annotation.gff.gz
GCA_055769025.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Suncus_murinus__House_shrew__HLsunMuri1__GCA_055769025.1/query_annotation.gff.gz
GCA_055769545.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Mephitis_mephitis__Striped_skunk__HLmepMeph1__GCA_055769545.1/query_annotation.gff.gz
GCA_055860955.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Tylonycteris_robustula__Greater_bamboo_bat__HLtylRobu1__GCA_055860955.1/query_annotation.gff.gz
GCA_056242155.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Pteropus_pselaphon__Bonin_flying_fox__HLptePsel2__GCA_056242155.1/query_annotation.gff.gz
GCA_056363885.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Pteropus_rufus__Malagasy_flying_fox__HLpteRufu2A__GCA_056363885.1/query_annotation.gff.gz
GCA_056363955.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Pteronotus_mesoamericanus__Mesoamerican_Common_Mustached_Bat__HLpteMeso2__GCA_056363955.1/query_annotation.gff.gz
GCA_056371365.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Carollia_perspicillata__Sebas_short-tailed_bat__HLcarPer2__GCA_056371365.1/query_annotation.gff.gz
GCA_056461545.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Mesocricetus_auratus__Golden_hamster__HLmesAura4__GCA_056461545.1/query_annotation.gff.gz
GCA_056512325.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Marmota_himalayana__Himalayan_marmot__HLmarHima2__GCA_056512325.1/query_annotation.gff.gz
GCA_056512435.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Leptailurus_serval__Serval__HLlepServ1__GCA_056512435.1/query_annotation.gff.gz
GCA_056902615.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Bassaricyon_neblina__Olinguito__HLbasNebl1__GCA_056902615.1/query_annotation.gff.gz
GCA_057128415.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Mustela_nivalis_vulgaris__Least_weasel__HLmusNivaVul3A__GCA_057128415.1/query_annotation.gff.gz
GCA_057427945.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Rhinolophus_darlingi__Darlings_horseshoe_bat__HLrhiDarl1A__GCA_057427945.1/query_annotation.gff.gz
GCA_057428245.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Rhinolophus_blasii__Blasius_horseshoe_bat__HLrhiBlas1A__GCA_057428245.1/query_annotation.gff.gz
GCA_057657825.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Tamiasciurus_hudsonicus__American_red_squirrel__HLtamHuds1__GCA_057657825.1/query_annotation.gff.gz
GCA_900094665.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Mus_caroli__Ryukyu_mouse__HLmusCar1__GCA_900094665.2/query_annotation.gff.gz
GCA_900095145.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Mus_pahari__shrew_mouse__HLmusPah1__GCA_900095145.2/query_annotation.gff.gz
GCA_900497805.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Vombatus_ursinus__common_wombat__HLvomUrs1__GCA_900497805.2/query_annotation.gff.gz
GCA_900642305.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Arctocephalus_gazella__antarctic_fur_seal__HLarcGaz2__GCA_900642305.1/query_annotation.gff.gz
GCA_900661375.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Lynx_pardinus__Spanish_lynx__HLlynPar1__GCA_900661375.1/query_annotation.gff.gz
GCA_902500845.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Syncerus_caffer__African_buffalo__HLsynCaf1__GCA_902500845.1/query_annotation.gff.gz
GCA_902655055.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Lutra_lutra__Eurasian_river_otter__HLlutLut1__GCA_902655055.1/query_annotation.gff.gz
GCA_902686445.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Sciurus_carolinensis__gray_squirrel__HLsciCar1__GCA_902686445.1/query_annotation.gff.gz
GCA_902686455.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Sciurus_vulgaris__Eurasian_red_squirrel__HLsciVul1__GCA_902686455.1/query_annotation.gff.gz
GCA_902702925.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Peromyscus_eremicus__cactus_mouse__HLperEre1__GCA_902702925.1/query_annotation.gff.gz
GCA_902729225.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Pteropus_medius__Indian_flying_fox__HLpteGig1__GCA_902729225.1/query_annotation.gff.gz
GCA_902729475.2	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Mus_minutoides__Southern_African_pygmy_mouse__HLmusMin1__GCA_902729475.2/query_annotation.gff.gz
GCA_902806735.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Myodes_glareolus__Bank_vole__HLmyoGla2__GCA_902806735.1/query_annotation.gff.gz
GCA_902806775.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Microtus_agrestis__short-tailed_field_vole__HLmicAgr2__GCA_902806775.1/query_annotation.gff.gz
GCA_903231385.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Ovis_nivicola_lydekkeri__snow_sheep__HLoviNivLyd1__GCA_903231385.1/query_annotation.gff.gz
GCA_903992535.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Arvicola_amphibius__Eurasian_water_mole__HLarvAmp1__GCA_903992535.1/query_annotation.gff.gz
GCA_903992545.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Pipistrellus_pipistrellus__common_pipistrelle__HLpipPip2__GCA_903992545.1/query_annotation.gff.gz
GCA_903995425.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Onychomys_torridus__southern_grasshopper_mouse__HLonyTor1__GCA_903995425.1/query_annotation.gff.gz
GCA_903995435.1	https://genome.senckenberg.de/download/TOGA2/TOGA2integration/v1/Mammalia/Acomys_russatus__golden_spiny_mouse__HLacoRus1__GCA_903995435.1/query_annotation.gff.gz
